Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
ENSG00000267792,36.57773733806494,0.7021401402191748,0.3779127979106664,1.8579422133916497,0.06317722089710513,0.32442282673786244,WBP1LP11
ENSG00000116017,216.37443720683538,0.024934760908086804,0.2797948772956558,0.08911800369289304,0.9289881294459102,0.9781972358016708,ARID3A
ENSG00000064932,1003.8180067462087,0.07702403954715796,0.1493453875433809,0.5157443481459011,0.6060329760918858,0.849932939561405,SBNO2
ENSG00000099864,204.2864370248073,1.285579397751114,1.0149228712359084,1.26667694086509,0.20527082843446487,0.5795650453495159,PALM
ENSG00000125912,2297.0886027795686,0.19059198499957955,0.09976824996676263,1.910347079988618,0.05608853973164183,0.30002269798270953,NCLN
ENSG00000011132,136.07879993272087,0.18803725747753947,0.14935020685558315,1.2590358020686605,0.2080174005648293,0.5796923270539994,APBA3
ENSG00000031823,565.7072755063577,-0.12133205199797216,0.16680147784329802,-0.7274039389024946,0.4669785422699946,0.7877585271550023,RANBP3
ENSG00000105248,116.68449934598578,-0.27066636968718333,0.2619111493774095,-1.0334282077360428,0.3014035515509226,0.6657126491462569,YJU2
ENSG00000160633,745.2750280998847,-0.33617533505702285,0.13622794830590584,-2.4677413059332465,0.0135968543295511,0.1197663037052076,SAFB
ENSG00000171105,169.12685664867516,0.3931181346217769,0.28894185737913297,1.3605440838083553,0.1736578124947319,0.5379046784395222,INSR
ENSG00000175691,27.721776959249013,-0.4657889771441179,0.320408443339498,-1.4537350273587446,0.14601978300440535,0.4953707171357043,ZNF77
ENSG00000088256,1451.1654486196244,0.006699505663401466,0.1298515697954681,0.051593566977696126,0.9588525453229553,0.9835928132287778,GNA11
ENSG00000133243,986.1488776640065,0.11940883939126208,0.17100543285101596,0.6982751214418662,0.485005154715892,0.788536563752355,BTBD2
ENSG00000183617,197.78854037181978,-0.07638807982283857,0.16727813539196623,-0.4566531043871692,0.6479204029260939,0.8643172087404004,MRPL54
ENSG00000129932,183.8577795667747,-0.19802370254182766,0.17481865433073993,-1.132737826520424,0.25732436763193056,0.6292450311607122,DOHH
ENSG00000074842,2441.933223417934,0.41894027196097466,0.15374085030494442,2.724976940936701,0.006430597805062091,0.073901635712862,MYDGF
ENSG00000065989,257.8812567067588,-0.05506597794556927,0.26312023604651935,-0.20928066488901167,0.8342291447623206,0.9506130169868029,PDE4A
ENSG00000105137,908.5216626712551,0.11619291360855069,0.13558308145083126,0.8569868184526228,0.3914521695514157,0.7391863175996567,SYDE1
ENSG00000105135,406.24765576025874,0.17734267332308457,0.1724849800358862,1.0281629930106826,0.3038731630810483,0.6691578187009312,ILVBL
ENSG00000198551,147.8204228194547,-0.04563160129294938,0.21812220760764275,-0.20920199641033937,0.8342905539972553,0.9506130169868029,ZNF627
ENSG00000064490,193.22969763869835,-0.37035711468675925,0.18776006900382092,-1.972502016279204,0.048552326364824726,0.28030322757606785,RFXANK
ENSG00000105393,167.9294397559205,-0.09373158755638304,0.16484279454440015,-0.568611978554735,0.5696194939412045,0.8362377999875368,BABAM1
ENSG00000105705,320.4428434610328,-0.10365953479970105,0.12417875513623035,-0.8347606213798916,0.40385250169159537,0.7453419731809904,SUGP1
ENSG00000105750,105.69708936361351,0.00944330605144689,0.21717328079286186,0.0434828171171473,0.9653166615244259,0.9857873836902532,ZNF85
ENSG00000160229,24.603787416929034,-0.2985768447092043,0.3389117642603994,-0.8809869594252145,0.37832487825724936,0.7274717593678612,ZNF66
ENSG00000268416,44.731652629414235,0.49110525945862865,0.3233479625120806,1.5188135272084184,0.12880943996286123,0.47677408072431393,AC010329.1
ENSG00000160352,114.4489421638665,-0.7213517018483327,0.3649576064637088,-1.9765356004987489,0.04809414779697801,0.28030322757606785,ZNF714
ENSG00000105662,210.76500803025272,-0.01968335787061951,0.23512662520191316,-0.08371386206779677,0.9332839354981558,0.9786123582709576,CRTC1
ENSG00000197134,24.421347245678767,-0.08570374734257905,0.4066730679088286,-0.2107436024305225,0.8330873487831774,0.9506130169868029,ZNF257
ENSG00000167487,94.89244738533799,-0.23867109884225823,0.24875045680778515,-0.9594800423891666,0.3373169690256975,0.7000369882992733,KLHL26
ENSG00000064545,235.49919974967105,0.302307276150594,0.23193002406636187,1.3034417487237235,0.19242399125552023,0.5662423459194333,TMEM161A
ENSG00000105676,300.3180996742651,-0.2674100241728011,0.18471131124321374,-1.4477187259024757,0.147695730664428,0.4953707171357043,ARMC6
ENSG00000118620,115.03332418491574,-0.2776357748662571,0.16905729844609546,-1.6422584379270813,0.10053645653535592,0.43614897010035,ZNF430
ENSG00000269012,1293.9540209420018,-0.5723771059407239,0.9664021381631902,-0.5922763240452084,0.5536655674375459,0.8243340584014474,KRT18P40
ENSG00000167232,189.71939507384968,0.46877781400611523,0.20544302851954535,2.2817898343117387,0.022501751249317175,0.16887793922319164,ZNF91
ENSG00000268362,54.09059640130238,-0.0428554604996961,0.4029798786418015,-0.10634640281330082,0.9153075161844149,0.9749506465724522,AC092279.1
ENSG00000197372,79.55845173609815,0.11798591150447259,0.31950543344552723,0.3692766981522651,0.7119214922484958,0.8913568684509547,ZNF675
ENSG00000064607,1070.2575447476288,-0.01962021705817495,0.10615147707242995,-0.1848322566890667,0.853360606563902,0.9559507122801242,SUGP2
ENSG00000268140,50.47791365728069,-0.40671690265932675,0.2785924040485163,-1.4598994687180982,0.14431770528119345,0.4953707171357043,PCGF7P
ENSG00000268992,446.20403972275875,0.5202748650084646,0.4310145302243284,1.2070935630352864,0.22739611357092637,0.599784440443001,CDC42EP3P1
ENSG00000240522,8691.002453059575,-0.3763563757775202,0.1287564135196198,-2.9230107106095438,0.0034666459144476673,0.04847713691054572,RPL7AP10
ENSG00000196705,146.4183218051972,-0.044640592906671474,0.19489749613027743,-0.22904651826225556,0.8188327606720842,0.9442376985100821,ZNF431
ENSG00000267696,13.970208780371022,0.20175990101361488,0.40239883123739667,0.5013928603947309,0.6160946635035893,0.8548250075375291,ERVK-28
ENSG00000183850,23.533316548130774,-0.45403401563074447,0.42376159566195887,-1.0714373843186449,0.2839728109757059,0.6562366981529664,ZNF730
ENSG00000236312,526.3067702669575,-0.11920835402968674,0.16736476510660084,-0.7122667304181888,0.47629962172590057,0.788536563752355,RPL34P34
ENSG00000269067,10.744554899856503,1.0465447014889397,0.5316873925925139,1.9683459041335845,0.04902825159688958,0.28172093007431476,ZNF728
ENSG00000270479,61.81451428940552,0.6402840814579731,0.3446546523876786,1.857755515621942,0.06320374088088912,0.32442282673786244,BNIP3P37
ENSG00000242291,2641.011610389864,-0.3378215597379685,0.14869384079492762,-2.2719270544896206,0.023090916528959483,0.17137380770021257,RPL36AP51
ENSG00000249987,1081.893416485624,-0.2733789481812373,0.2195349435648944,-1.2452639372211227,0.21303474711789538,0.5832254115753843,RPS4XP20
ENSG00000126249,25.74786866718488,-0.6070671457805865,0.3374744109780169,-1.7988538568636274,0.0720418013610522,0.3444533161172905,PDCD2L
ENSG00000267258,1036.9239175606042,-0.32075178903942364,0.1402664378535118,-2.2867322643097485,0.022211455258250096,0.16815326082933268,PPIAP58
ENSG00000268696,18.854543880410116,0.6296740542964088,0.3951338686894424,1.59357145563066,0.11103205202118911,0.45159124952089824,ZNF723
ENSG00000161249,52.564823159331205,0.40132260161715383,0.43906264533930367,0.9140440569864815,0.3606936961709628,0.7142630818693073,DMKN
ENSG00000267692,70.14831171078838,-0.12773358862394146,0.31762022413925484,-0.40215823463413647,0.6875675772296734,0.8847721003384885,TAF9P3
ENSG00000142279,382.11475001120596,0.10956030571413096,0.19390248398860793,0.5650278607084156,0.5720548141469695,0.8381400713248925,WTIP
ENSG00000196357,32.111351769291325,0.34717353888951524,0.30711729059402776,1.1304265488211702,0.2582965324472979,0.6292915690779423,ZNF565
ENSG00000161558,61.874924326547685,-0.02822696287782662,0.23619437156869366,-0.11950734765759322,0.9048734191672557,0.9726596765749489,TMEM143
ENSG00000239253,710.6305085709113,-0.22853379217706202,0.2432306746046994,-0.9395763611990021,0.34743490632694174,0.7078625307575226,RPS4XP23
ENSG00000237440,69.80772397642606,-0.1561700121349519,0.2583673364647776,-0.6044495185491146,0.5455448219934966,0.8172061437397491,ZNF737
ENSG00000239210,2557.59816483726,0.10622360328367458,0.19532591426557794,0.5438274981743897,0.5865601842531201,0.8419868789973973,RPS26P55
ENSG00000267920,869.2486075556675,0.09672890690420781,0.15391947783159568,0.6284383774355027,0.529716803051324,0.8125270253269005,SNX6P1
ENSG00000105176,862.7179112397756,0.08276695431473674,0.1348463778316923,0.6137870044832929,0.5393560859150339,0.814934338227525,URI1
ENSG00000257074,3015.357307105262,-0.2261686825030623,0.13537474700680568,-1.6706859108050052,0.09478373321317016,0.416199616586786,RPL29P33
ENSG00000131116,198.88897682638816,0.13455593296235477,0.169433887909652,0.7941500642073719,0.4271080751219005,0.7533285113960619,ZNF428
ENSG00000131941,101.00293087429365,0.05345075574428666,0.373198987268164,0.14322320683544448,0.8861139023574265,0.9650467850345534,RHPN2
ENSG00000269858,73.14444256989019,-0.2155301286733212,0.27417659972178215,-0.7860996485186122,0.4318091102145355,0.7585228698174048,EGLN2
